time,seconds_elapsed,z,y,x
1772623489278797300,0.07379736328125,0.09398469012081623,0.6831415461316704,-0.5162598525064066
1772623489288826400,0.083826416015625,0.20417700319886206,0.7709881718888878,-0.3721062696482986
1772623489298856400,0.0938564453125,0.31937282365262504,0.8782099447235464,-0.21956096174828707
1772623489308885500,0.103885498046875,0.46401334977746006,0.9575976619541644,-0.04471117532067
1772623489318915600,0.11391552734375,0.6406248851805925,0.9712865800887346,0.06058971245400607
1772623489328945400,0.1239453125,0.7351993578881025,0.97868984208256,0.04025390365086496
1772623489338974500,0.133974365234375,0.8091489757180214,0.968281260792911,0.00372358710039407
1772623489349004500,0.144004638671875,0.8469792324185371,0.9382330362707376,-0.05650134716182947
1772623489359034600,0.15403466796875,0.9191478120505809,0.8487900812327861,-0.09870868643540888
1772623489369063700,0.164063720703125,1.0353250447571276,0.7716542345821857,-0.057918191689811646
1772623489379093500,0.174093505859375,1.0757394727319478,0.7272878541111946,-0.049437838516384364
1772623489389123300,0.184123291015625,1.1046791514903307,0.6457870902493595,-0.1599325686071068
1772623489399152600,0.194152587890625,1.0666367133438586,0.5383499210983514,-0.2781728347906843
1772623489409182500,0.204182373046875,1.046022379860282,0.36662031251788135,-0.3339408261766657
1772623489419211300,0.214211181640625,1.0350701932132242,0.1734647618100047,-0.4305413978843018
1772623489429241300,0.224241455078125,0.9922551338374614,0.025421733765304086,-0.466955358046107
1772623489439271400,0.234271484375,0.9209639215618372,-0.11520020436793565,-0.4951372772397473
1772623489449300500,0.244300537109375,0.843622323206067,-0.22450901260972023,-0.5683844824213534
1772623489459330600,0.25433056640625,0.7940729871392249,-0.326864640712738,-0.6721892133541405
1772623489469360600,0.264360595703125,0.7707201686024665,-0.42212446533590553,-0.7723942392945289
1772623489479389700,0.2743896484375,0.7466431274443864,-0.47271512714922426,-0.83525708431229
1772623489489419800,0.284419677734375,0.7574129432618617,-0.518551872433722,-0.7955084267698228
1772623489499448600,0.294448486328125,0.7238175476521254,-0.5320002598106861,-0.7176997223589568
1772623489509478700,0.304478759765625,0.7093973926335573,-0.5018678641363978,-0.7052442184768617
1772623489519508500,0.314508544921875,0.6662801354408264,-0.4588526060134172,-0.6925340822465718
1772623489529537800,0.324537841796875,0.5856301431894302,-0.4833475803226232,-0.6447861695785075
1772623489539567600,0.334567626953125,0.5143494523078203,-0.566958175945282,-0.5586049928154796
1772623489549597700,0.34459765625,0.4387795397996902,-0.6719570120334625,-0.47606911375224586
1772623489559626500,0.35462646484375,0.31166531801521774,-0.7394982241258025,-0.47590025999136265
1772623489569656600,0.364656494140625,0.16696107900440693,-0.7874000852465629,-0.5602008837047964
1772623489579686700,0.374686767578125,0.09744272162020205,-0.8491384562790393,-0.6184547736223787
1772623489589715700,0.3847158203125,0.026145664125680923,-0.9246706671252846,-0.6623473991017789
1772623489599745500,0.39474560546875,-0.11177227574586868,-0.9858642637565731,-0.7242796852711588
1772623489609774600,0.404774658203125,-0.23412673578262327,-1.0233075669661165,-0.8026243962548673
1772623489619804700,0.4148046875,-0.35780864503085613,-1.0315455262184143,-0.8647777047637849
1772623489629834800,0.424834716796875,-0.472355646187067,-1.035682772153616,-0.919730068917945
1772623489639863800,0.43486376953125,-0.5092629428237676,-0.9861445420026779,-0.9079271106604486
1772623489649893600,0.4448935546875,-0.4484001855820417,-0.9097183049261569,-0.7918776690520346
1772623489659923500,0.45492333984375,-0.302017199704051,-0.8639093244314193,-0.5541892952650785
1772623489669952500,0.464952392578125,-0.14580138659775257,-0.8454036536648869,-0.24794775586426257
1772623489679982600,0.474982666015625,0.054417234364151953,-0.8067407455325126,0.028750512861832975
1772623489690012700,0.4850126953125,0.18563070816099642,-0.7181509001925587,0.16550642321668566
1772623489700041500,0.49504150390625,0.2278828729569912,-0.5776680782690644,0.319055355201289
1772623489710071600,0.505071533203125,0.21462007128000257,-0.4834010640755296,0.4313610071714967
1772623489720100600,0.5151005859375,0.1871919661283493,-0.5155661346212029,0.6014314503680914
1772623489730130700,0.525130615234375,0.15355273137688635,-0.679690236634016,0.8205587699394673
1772623489740160800,0.535160888671875,-0.02165361340343952,-0.8228112981066107,1.0354789201445878
1772623489750189600,0.545189453125,-0.2678326060295105,-0.8821075366839766,1.0722021654512732
1772623489760219600,0.5552197265625,-0.6144219379097223,-0.7448734874233603,0.9161639739342033
1772623489770249700,0.565249755859375,-1.1912801611006258,-0.4372299722701311,0.39532296764999625
1772623489780278800,0.57527880859375,-1.8117220899522304,-0.0984603742301464,-0.12857289616018533
1772623489790308600,0.58530859375,-2.241449723768234,0.1367439276561141,-0.43959264628086236
1772623489800338400,0.59533837890625,-2.507163437947631,0.22818448625206947,-0.48149961436837907
1772623489810367500,0.605367431640625,-2.3866227493345735,0.34614626428782935,-0.552870065892674
1772623489820397600,0.6153974609375,-2.027241155898571,0.6909282544851303,-0.4304433443373069
1772623489830426600,0.625426513671875,-1.3971534468233584,1.0256146748647093,-0.2522374158822
1772623489840456700,0.635456787109375,-0.7126613628655671,1.2345002941459418,-0.04529365138374269
1772623489850486500,0.645486572265625,-0.10047989735901355,1.3374457048356532,0.21978037665262817
1772623489860515600,0.655515625,0.5171703549474478,1.3337185010060668,0.47080925699528303
1772623489870545700,0.665545654296875,0.9884674319922924,1.1410130321532488,0.5642183026526123
1772623489880575700,0.67557568359375,1.2756892136245965,0.9108645523518324,0.604365019601956
1772623489890604800,0.685604736328125,1.3763923983454704,0.7243529697030783,0.5055609465006738
1772623489900634600,0.695634521484375,1.306582364538312,0.628852029800415,0.3533759963456541
1772623489910664400,0.70566455078125,1.0576309845894574,0.5736977133333683,0.17102153337635098
1772623489920693800,0.71569384765625,0.5249310520768166,0.48470863954275845,-0.03763933723829686
1772623489930723600,0.7257236328125,-0.2235287694007158,0.29634061537235973,-0.22954324391726402
1772623489940752400,0.73575244140625,-0.8631056068331002,0.18322277023643255,-0.3862806697448715
1772623489950782500,0.745782470703125,-1.3344997145116329,0.211707983225584,-0.6184943019151687
1772623489960812500,0.7558125,-1.610333840689063,0.3564858719944954,-0.8899890837140381
1772623489970841600,0.765841552734375,-1.7031705298185347,0.6293623174101114,-0.9656303809579462
1772623489980871700,0.77587158203125,-1.544641179072857,0.9199275642514229,-0.7676243945442139
1772623489990901800,0.78590185546875,-1.1740350117892027,1.127286120095849,-0.5755461176790296
1772623490000930600,0.7959306640625,-0.7364438049912452,1.3312217157542705,-0.4510820085445419
1772623490010960600,0.805960693359375,-0.24704233145713805,1.5036001436322926,-0.36758955940883603
1772623490020990700,0.81599072265625,0.26322891162633894,1.6075471325799822,-0.2664716198746115
1772623490031019800,0.826019775390625,0.7196954992860555,1.5635136373251675,-0.06573836392145603
1772623490041049600,0.836049560546875,1.211640227562189,1.431407014080882,0.19651819554138927
1772623490051079400,0.846079345703125,1.5852748027563095,1.2483648611083626,0.30365144984237846
1772623490061108500,0.8561083984375,1.8992115728348493,1.0550775007143616,0.3059254226563498
1772623490071138600,0.866138671875,2.151408802837133,0.8974155804529785,0.2433203883245587
1772623490081167600,0.876167724609375,2.2127555442035196,0.7420142985999584,0.11131938087921589
1772623490091197700,0.88619775390625,2.112487828290462,0.4681301374465227,0.000011909633502364157
1772623490101227500,0.8962275390625,2.022119575101137,0.10947276663184165,0.026828203029744327
1772623490111256600,0.906256591796875,1.9147955109357833,-0.20600451088696717,0.12145908209960907
1772623490121286700,0.91628662109375,1.7384622079521417,-0.39160394712686536,0.19039635166022925
1772623490131316700,0.926316650390625,1.4725550170272588,-0.5270818003699184,0.2713461123094894
1772623490141345800,0.936345703125,1.2210264800667763,-0.6853545460060239,0.3604582462241873
1772623490151375600,0.946375732421875,0.9625713587135076,-0.8172682770267129,0.4008394660491496
1772623490161404700,0.95640478515625,0.6943675812840462,-0.8709116044089198,0.3964305635657161
1772623490171434800,0.966434814453125,0.4861187986016273,-0.8771972605496644,0.2840560841429978
1772623490181464600,0.976464599609375,0.34774142452478407,-0.8398743688493967,0.06258042961349711
1772623490191493600,0.98649365234375,0.2798001071989536,-0.7494456176444888,-0.029286674698302522
1772623490201523500,0.9965234375,0.26920272533893586,-0.6744970519050956,0.03801823528697714
1772623490211553500,1.006553466796875,0.3138333097040653,-0.6405845531702041,0.1975863727621734
1772623490221582600,1.01658251953125,0.37619770368039607,-0.6270119548916816,0.3201243361396715
1772623490231612700,1.02661279296875,0.3414718427360058,-0.6202303319275378,0.3975214275423437
1772623490241642800,1.036642822265625,0.3295668854087591,-0.6401780181959271,0.46010874355435366
1772623490251671600,1.046671630859375,0.3976806366920471,-0.6492632419273257,0.3687944416865706
